Scraping rock bottom	0 1 1	rock bottom	figurative	identical	VERB NOUN NOUN	▁Sc rap ing ▁rock ▁bottom	0 0 0 1 1	VERB VERB VERB NOUN NOUN
According to this school of thought, excessive savings pushed long - term interest rates down to rock - bottom levels, leading to asset bubbles in the United ~ States and elsewhere.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	dashes	VERB ADP DET NOUN ADP NOUN ADJ NOUN VERB ADJ PUNCT NOUN NOUN NOUN PART ADP NOUN PUNCT NOUN NOUN VERB ADP NOUN NOUN ADP DET PROPN PUNCT PROPN CCONJ ADV	▁According ▁to ▁this ▁school ▁of ▁thought , ▁excessive ▁savings ▁pushed ▁long ▁- ▁term ▁interest ▁rates ▁down ▁to ▁rock ▁- ▁bottom ▁levels , ▁leading ▁to ▁asset ▁bubbles ▁in ▁the ▁United ▁ ~ ▁States ▁and ▁elsewhere .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB ADP DET NOUN ADP NOUN NOUN ADJ NOUN VERB ADJ PUNCT NOUN NOUN NOUN PART ADP NOUN PUNCT NOUN NOUN NOUN VERB ADP NOUN NOUN ADP DET PROPN PUNCT PUNCT PROPN CCONJ ADV ADV
But B of course if you did badly in those elections in May the government might have done badly in May, then morale would have been rock bottom of having to go into an election, he would have had to go for an election six weeks later or they 'd run out of time, yeah.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	CCONJ NOUN ADP NOUN ADP PRON VERB ADV ADP DET NOUN ADP PROPN DET NOUN VERB VERB VERB ADV ADP PROPN ADV NOUN VERB VERB VERB NOUN NOUN ADP VERB PART VERB ADP DET NOUN PRON VERB VERB VERB PART VERB ADP DET NOUN NUM NOUN ADV CCONJ PRON VERB VERB ADP ADP NOUN INTJ	▁But ▁B ▁of ▁course ▁if ▁you ▁did ▁badly ▁in ▁those ▁elections ▁in ▁May ▁the ▁government ▁might ▁have ▁done ▁badly ▁in ▁May , ▁then ▁moral e ▁would ▁have ▁been ▁rock ▁bottom ▁of ▁having ▁to ▁go ▁into ▁an ▁election , ▁he ▁would ▁have ▁had ▁to ▁go ▁for ▁an ▁election ▁six ▁weeks ▁later ▁or ▁they ▁' d ▁run ▁out ▁of ▁time , ▁ye ah .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	CCONJ NOUN ADP NOUN ADP PRON VERB ADV ADP DET NOUN ADP PROPN DET NOUN VERB VERB VERB ADV ADP PROPN PROPN ADV NOUN NOUN VERB VERB VERB NOUN NOUN ADP VERB PART VERB ADP DET NOUN NOUN PRON VERB VERB VERB PART VERB ADP DET NOUN NUM NOUN ADV CCONJ PRON VERB VERB VERB ADP ADP NOUN NOUN INTJ INTJ INTJ
Resilience is highest at the beginning of the new school year and hits rock bottom in February.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0	rock bottom	figurative	identical	PROPN VERB ADJ ADP DET NOUN ADP DET ADJ NOUN NOUN CCONJ VERB NOUN NOUN ADP PROPN	▁Res ili ence ▁is ▁highest ▁at ▁the ▁beginning ▁of ▁the ▁new ▁school ▁year ▁and ▁hit s ▁rock ▁bottom ▁in ▁February .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0	PROPN PROPN PROPN VERB ADJ ADP DET NOUN ADP DET ADJ NOUN NOUN CCONJ VERB VERB NOUN NOUN ADP PROPN PROPN
Rock bottom, but socially secure.	1 1 0 0 0	rock bottom	figurative	case	NOUN NOUN CCONJ ADV ADJ	▁Rock ▁bottom , ▁but ▁socially ▁secure .	1 1 1 0 0 0 0	NOUN NOUN NOUN CCONJ ADV ADJ ADJ
It was the rock - bottom level of her own self - respect which troubled her.	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	dashes	PRON VERB DET NOUN PUNCT NOUN NOUN ADP ADJ ADJ NOUN PUNCT NOUN ADJ VERB PRON	▁It ▁was ▁the ▁rock ▁- ▁bottom ▁level ▁of ▁her ▁own ▁self ▁- ▁respect ▁which ▁troubled ▁her .	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	PRON VERB DET NOUN PUNCT NOUN NOUN ADP ADJ ADJ NOUN PUNCT NOUN ADJ VERB PRON PRON
Clough's rock - bottom Forest have not won away all season, Coppell's second - to - bottom Palace have not tasted victory at home — but both managers can count on one thing … their jobs are safe as houses.	0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	dashes	PROPN NOUN PUNCT NOUN PROPN VERB ADV VERB ADV DET NOUN PROPN ADJ PUNCT ADP PUNCT NOUN PROPN VERB ADV VERB NOUN ADP NOUN PUNCT CCONJ DET NOUN VERB VERB ADP NUM NOUN PUNCT ADJ NOUN VERB ADJ ADP NOUN	▁C lough ' s ▁rock ▁- ▁bottom ▁Forest ▁have ▁not ▁won ▁away ▁all ▁season , ▁Co ppel l ' s ▁second ▁- ▁to ▁- ▁bottom ▁Pal ace ▁have ▁not ▁taste d ▁victory ▁at ▁home ▁ — ▁but ▁both ▁managers ▁can ▁count ▁on ▁one ▁thing ▁... ▁their ▁jobs ▁are ▁safe ▁as ▁houses .	0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN NOUN PUNCT NOUN PROPN VERB ADV VERB ADV DET NOUN NOUN PROPN PROPN PROPN PROPN PROPN ADJ PUNCT ADP PUNCT NOUN PROPN PROPN VERB ADV VERB VERB NOUN ADP NOUN PUNCT PUNCT CCONJ DET NOUN VERB VERB ADP NUM NOUN PUNCT ADJ NOUN VERB ADJ ADP NOUN NOUN
Defeat is unthinkable because if you are rock - bottom, or even joint bottom, players lose confidence, the fear factor comes into it and people start to pass the buck.	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	dashes	NOUN VERB ADJ ADP ADP PRON VERB NOUN PUNCT NOUN CCONJ ADV ADJ NOUN NOUN VERB NOUN DET NOUN NOUN VERB ADP PRON CCONJ NOUN VERB PART VERB DET NOUN	▁Def eat ▁is ▁ unthinkable ▁because ▁if ▁you ▁are ▁rock ▁- ▁bottom , ▁or ▁even ▁joint ▁bottom , ▁players ▁lose ▁confidence , ▁the ▁fear ▁factor ▁comes ▁into ▁it ▁and ▁people ▁start ▁to ▁pass ▁the ▁buck .	0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN VERB ADJ ADJ ADP ADP PRON VERB NOUN PUNCT NOUN NOUN CCONJ ADV ADJ NOUN NOUN NOUN VERB NOUN NOUN DET NOUN NOUN VERB ADP PRON CCONJ NOUN VERB PART VERB DET NOUN NOUN
‘ The nice thing about fighting a seat like this is that we can't lose since we 're coming from rock bottom.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	rock bottom	figurative	identical	PUNCT DET ADJ NOUN ADP VERB DET NOUN ADP DET VERB ADP PRON VERB VERB ADP PRON VERB VERB ADP NOUN NOUN	▁ ‘ ▁The ▁nice ▁thing ▁about ▁fighting ▁a ▁seat ▁like ▁this ▁is ▁that ▁we ▁can ' t ▁lose ▁since ▁we ▁' re ▁coming ▁from ▁rock ▁bottom .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	PUNCT PUNCT DET ADJ NOUN ADP VERB DET NOUN ADP DET VERB ADP PRON VERB VERB VERB VERB ADP PRON VERB VERB VERB ADP NOUN NOUN NOUN
Elver fishing at rock bottom	0 0 0 1 1	rock bottom	figurative	identical	PROPN VERB ADP NOUN NOUN	▁El ver ▁fishing ▁at ▁rock ▁bottom	0 0 0 0 1 1	PROPN PROPN VERB ADP NOUN NOUN
And what about suggestions that cast morale has hit rock bottom?	0 0 0 0 0 0 0 0 0 1 1	rock bottom	figurative	identical	CCONJ NOUN ADP NOUN ADJ VERB NOUN VERB VERB NOUN NOUN	▁And ▁what ▁about ▁suggestions ▁that ▁cast ▁moral e ▁has ▁hit ▁rock ▁bottom ?	0 0 0 0 0 0 0 0 0 0 1 1 1	CCONJ NOUN ADP NOUN ADJ VERB NOUN NOUN VERB VERB NOUN NOUN NOUN
Upwardly so, I suppose, since I have now hit rock bottom.	0 0 0 0 0 0 0 0 0 1 1	rock bottom	figurative	identical	ADV ADV PRON VERB ADP PRON VERB ADV VERB NOUN NOUN	▁Up ward ly ▁so , ▁I ▁suppose , ▁since ▁I ▁have ▁now ▁hit ▁rock ▁bottom .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	ADV ADV ADV ADV ADV PRON VERB VERB ADP PRON VERB ADV VERB NOUN NOUN NOUN
But prolonged recession and high unemployment knocked his popularity down to rock - bottom.	0 0 0 0 0 0 0 0 0 0 0 1 0 1	rock bottom	figurative	dashes	CCONJ VERB NOUN CCONJ ADJ NOUN VERB ADJ NOUN ADV ADP NOUN PUNCT NOUN	▁But ▁prolonged ▁recession ▁and ▁high ▁unemployment ▁knock ed ▁his ▁popular ity ▁down ▁to ▁rock ▁- ▁bottom .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	CCONJ VERB NOUN CCONJ ADJ NOUN VERB VERB ADJ NOUN NOUN ADV ADP NOUN PUNCT NOUN NOUN
With business confidence in Manila at rock bottom, President Aquino is in a specially weak position ; power shortages and blackouts are crippling manufacturing industry, and oil sanctions because of the Gulf crisis are exacerbating her problems.	0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	ADP NOUN NOUN ADP PROPN ADP NOUN NOUN PROPN PROPN VERB ADP DET ADV ADJ NOUN PUNCT NOUN NOUN CCONJ NOUN VERB ADJ NOUN NOUN CCONJ NOUN NOUN ADP ADP DET PROPN NOUN VERB VERB ADJ NOUN	▁With ▁business ▁confidence ▁in ▁Man ila ▁at ▁rock ▁bottom , ▁President ▁A quin o ▁is ▁in ▁a ▁specially ▁weak ▁position ▁ ; ▁power ▁shortages ▁and ▁black outs ▁are ▁cri ppl ing ▁manufacturing ▁industry , ▁and ▁oil ▁sanctions ▁because ▁of ▁the ▁Gulf ▁crisis ▁are ▁exacerbat ing ▁her ▁problems .	0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN NOUN ADP PROPN PROPN ADP NOUN NOUN NOUN PROPN PROPN PROPN PROPN VERB ADP DET ADV ADJ NOUN PUNCT PUNCT NOUN NOUN CCONJ NOUN NOUN VERB ADJ ADJ ADJ NOUN NOUN NOUN CCONJ NOUN NOUN ADP ADP DET PROPN NOUN VERB VERB VERB ADJ NOUN NOUN
However if rock bottom price matters I would be very satisfied with the CA&G VG1460 or the AOC CM-335.	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	ADV ADP NOUN ADJ NOUN NOUN PRON VERB VERB ADV ADJ ADP DET PROPN PROPN CCONJ DET PROPN PROPN	▁However ▁if ▁rock ▁bottom ▁price ▁matters ▁I ▁would ▁be ▁very ▁satisfied ▁with ▁the ▁CA & G ▁V G 14 60 ▁or ▁the ▁AOC ▁CM -3 35 .	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP NOUN ADJ NOUN NOUN PRON VERB VERB ADV ADJ ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ DET PROPN PROPN PROPN PROPN PROPN
HOMEBUYERS are flocking to take advantage of cheap mortgages and rock - bottom property prices, says Harry Hill, boss of estate agents Hambro Countrywide.	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	dashes	NOUN VERB VERB PART VERB NOUN ADP ADJ NOUN CCONJ NOUN PUNCT NOUN NOUN NOUN VERB PROPN PROPN NOUN ADP NOUN NOUN PROPN PROPN	▁H OME BU YERS ▁are ▁flock ing ▁to ▁take ▁advantage ▁of ▁cheap ▁mortgages ▁and ▁rock ▁- ▁bottom ▁property ▁prices , ▁says ▁H arry ▁Hill , ▁bo s s ▁of ▁estate ▁agents ▁Ham bro ▁Country wide .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN NOUN NOUN VERB VERB VERB PART VERB NOUN ADP ADJ NOUN CCONJ NOUN PUNCT NOUN NOUN NOUN NOUN VERB PROPN PROPN PROPN PROPN NOUN NOUN NOUN ADP NOUN NOUN PROPN PROPN PROPN PROPN PROPN
Dickens has an horrific description of it in The Old Curiosity, Shop ( 1841 ), when it had reached the rock bottom of filth and ugliness, and of human degradation.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	PROPN VERB DET ADJ NOUN ADP PRON ADP DET PROPN PROPN PROPN PUNCT NUM PUNCT ADV PRON VERB VERB DET NOUN NOUN ADP NOUN CCONJ NOUN CCONJ ADP ADJ NOUN	▁Di cken s ▁has ▁an ▁horr ific ▁description ▁of ▁it ▁in ▁The ▁Old ▁Cur ios ity , ▁S hop ▁( ▁18 41 ▁ ), ▁when ▁it ▁had ▁reached ▁the ▁rock ▁bottom ▁of ▁fil th ▁and ▁u gli ness , ▁and ▁of ▁human ▁degradation .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN VERB DET ADJ ADJ NOUN ADP PRON ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT NUM NUM PUNCT PUNCT ADV PRON VERB VERB DET NOUN NOUN ADP NOUN NOUN CCONJ NOUN NOUN NOUN NOUN CCONJ ADP ADJ NOUN NOUN
In the past, however, Russia ’s sharp anti - Western turns were reversed – usually out of simple necessity – after relations reached rock bottom.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	rock bottom	figurative	identical	ADP DET NOUN ADV PROPN PART ADJ ADV PUNCT ADJ NOUN VERB VERB PUNCT ADV ADP ADP ADJ NOUN PUNCT ADP NOUN VERB NOUN NOUN	▁In ▁the ▁past , ▁however , ▁Russia ▁ ’ s ▁sharp ▁anti ▁- ▁Western ▁turns ▁were ▁reversed ▁ – ▁usually ▁out ▁of ▁simple ▁necessity ▁ – ▁after ▁relations ▁reached ▁rock ▁bottom .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	ADP DET NOUN NOUN ADV ADV PROPN PART PART PART ADJ ADV PUNCT ADJ NOUN VERB VERB PUNCT PUNCT ADV ADP ADP ADJ NOUN PUNCT PUNCT ADP NOUN VERB NOUN NOUN NOUN
With this background, it is hardly surprising that consumer confidence remains close to rock bottom ( see graph below ) and the consensus forecast for consumer spending growth is at + 1 % for 1993, compared with -0.2 % for 1992 and -2.1 % for 1991.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	ADP DET NOUN PRON VERB ADV ADJ ADP NOUN NOUN VERB ADJ ADP NOUN NOUN PUNCT VERB NOUN ADV PUNCT CCONJ DET NOUN NOUN ADP NOUN NOUN NOUN VERB ADP SYM NUM NOUN ADP NUM VERB ADP PUNCT NOUN ADP NUM CCONJ ADJ NOUN ADP NUM	▁With ▁this ▁background , ▁it ▁is ▁hardly ▁surprising ▁that ▁consumer ▁confidence ▁remains ▁close ▁to ▁rock ▁bottom ▁( ▁see ▁graph ▁below ▁ ) ▁and ▁the ▁consensus ▁forecast ▁for ▁consumer ▁spending ▁growth ▁is ▁at ▁+ ▁1 ▁% ▁for ▁1993, ▁compared ▁with ▁- 0 .2 ▁% ▁for ▁1992 ▁and ▁- 2 .1 ▁% ▁for ▁1991.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN NOUN PRON VERB ADV ADJ ADP NOUN NOUN VERB ADJ ADP NOUN NOUN PUNCT VERB NOUN ADV PUNCT PUNCT CCONJ DET NOUN NOUN ADP NOUN NOUN NOUN VERB ADP SYM NUM NOUN ADP NUM VERB ADP PUNCT PUNCT PUNCT NOUN ADP NUM CCONJ ADJ ADJ ADJ NOUN ADP NUM
The Daily Mirror and Butlin's — Britain's top holiday company — have teamed up to offer 125,000 breaks available from the rock bottom price of just £ 16.50 per person!	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0	rock bottom	figurative	identical	DET PROPN PROPN CCONJ PROPN PUNCT PROPN ADJ NOUN NOUN PUNCT VERB VERB PART PART VERB NUM NOUN ADJ ADP DET NOUN ADJ NOUN ADP ADV SYM NUM ADP NOUN	▁The ▁Daily ▁M irr or ▁and ▁But lin ' s ▁ — ▁Britain ' s ▁top ▁holiday ▁company ▁ — ▁have ▁team ed ▁up ▁to ▁offer ▁12 5,000 ▁breaks ▁available ▁from ▁the ▁rock ▁bottom ▁price ▁of ▁just ▁£ ▁16 .50 ▁per ▁person !	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0	DET PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN PUNCT PUNCT PROPN PROPN PROPN ADJ NOUN NOUN PUNCT PUNCT VERB VERB VERB PART PART VERB NUM NUM NOUN ADJ ADP DET NOUN ADJ NOUN ADP ADV SYM NUM NUM ADP NOUN NOUN
But PCs are increasingly sold through ‘ direct’ channels rather than distributors, with reliable suppliers offering rapid delivery at rock bottom prices.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0	rock bottom	figurative	identical	CCONJ NOUN VERB ADV VERB ADP ADJ NOUN NOUN ADV ADP NOUN ADP ADJ NOUN VERB ADJ NOUN ADP NOUN NOUN NOUN	▁But ▁PC s ▁are ▁increasingly ▁sold ▁through ▁ ‘ ▁direct ’ ▁channels ▁rather ▁than ▁distributors , ▁with ▁reliable ▁suppliers ▁offering ▁rapid ▁delivery ▁at ▁rock ▁bottom ▁prices .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0	CCONJ NOUN NOUN VERB ADV VERB ADP ADJ ADJ NOUN NOUN NOUN ADV ADP NOUN NOUN ADP ADJ NOUN VERB ADJ NOUN ADP NOUN NOUN NOUN NOUN
Ogmore to Barry beach sport hit rock bottom.	0 0 0 0 0 0 1 1	rock bottom	figurative	identical	PROPN ADP PROPN NOUN NOUN VERB NOUN NOUN	▁O g more ▁to ▁Bar ry ▁be ach ▁sport ▁hit ▁rock ▁bottom .	0 0 0 0 0 0 0 0 0 0 1 1 1	PROPN PROPN PROPN ADP PROPN PROPN NOUN NOUN NOUN VERB NOUN NOUN NOUN
It was a poor situation in which to have to assume control : Palace were rock bottom of the League with only nine points from 18 matches and had crashed 1–4 at home to Millwall in the 1st round of the FA Cup ; their seventh consecutive defeat.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	PRON VERB DET ADJ NOUN ADP ADJ PART VERB PART VERB NOUN PUNCT PROPN VERB NOUN NOUN ADP DET PROPN ADP ADV NUM NOUN ADP NUM NOUN CCONJ VERB VERB NUM ADP NOUN ADP PROPN ADP DET ADJ NOUN ADP DET PROPN PROPN PUNCT ADJ ADJ ADJ NOUN	▁It ▁was ▁a ▁poor ▁situation ▁in ▁which ▁to ▁have ▁to ▁assume ▁control ▁ : ▁Pal ace ▁were ▁rock ▁bottom ▁of ▁the ▁League ▁with ▁only ▁nine ▁points ▁from ▁18 ▁matches ▁and ▁had ▁crash ed ▁1 – 4 ▁at ▁home ▁to ▁Mill wall ▁in ▁the ▁1 st ▁round ▁of ▁the ▁FA ▁C up ▁ ; ▁their ▁seventh ▁consecutive ▁defeat .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB DET ADJ NOUN ADP ADJ PART VERB PART VERB NOUN PUNCT PUNCT PROPN PROPN VERB NOUN NOUN ADP DET PROPN ADP ADV NUM NOUN ADP NUM NOUN CCONJ VERB VERB VERB NUM NUM NUM ADP NOUN ADP PROPN PROPN ADP DET ADJ ADJ NOUN ADP DET PROPN PROPN PROPN PUNCT PUNCT ADJ ADJ ADJ NOUN NOUN
Erm I mean obviously you 've got people up in the flats who at times, hit absolute desperate rock - bottom situations.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0	rock bottom	figurative	dashes	NOUN PRON VERB ADV PRON VERB VERB NOUN PART ADP DET NOUN NOUN ADP NOUN VERB ADJ ADJ NOUN PUNCT NOUN NOUN	▁E rm ▁I ▁mean ▁obviously ▁you ▁' ve ▁got ▁people ▁up ▁in ▁the ▁flat s ▁who ▁at ▁times , ▁hit ▁absolute ▁desperate ▁rock ▁- ▁bottom ▁situations .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0	NOUN NOUN PRON VERB ADV PRON VERB VERB VERB NOUN PART ADP DET NOUN NOUN NOUN ADP NOUN NOUN VERB ADJ ADJ NOUN PUNCT NOUN NOUN NOUN
Today, the US ~ Treasury can still borrow unlimited amounts at rock - bottom interest rates.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0	rock bottom	figurative	dashes	NOUN DET PROPN PUNCT PROPN VERB ADV VERB ADJ NOUN ADP NOUN PUNCT NOUN NOUN NOUN	▁Today , ▁the ▁US ▁ ~ ▁Treasury ▁can ▁still ▁borrow ▁unlimited ▁amounts ▁at ▁rock ▁- ▁bottom ▁interest ▁rates .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	NOUN NOUN DET PROPN PUNCT PUNCT PROPN VERB ADV VERB ADJ NOUN ADP NOUN PUNCT NOUN NOUN NOUN NOUN
Most machines come minus a cartridge, but you don't have to spend a fortune — Audio - Technica produce a perfectly acceptable one for £ 19, although that is rock bottom : there are genuine improvements to be had by budgeting for four times that amount.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	ADJ NOUN VERB ADP DET NOUN CCONJ PRON VERB VERB PART VERB DET NOUN PUNCT PROPN PUNCT PROPN VERB DET ADV ADJ NUM ADP SYM NUM ADP DET VERB NOUN NOUN PUNCT ADV VERB ADJ NOUN PART VERB VERB ADP VERB ADP NUM NOUN DET NOUN	▁Most ▁machines ▁come ▁minus ▁a ▁cartridge , ▁but ▁you ▁don ' t ▁have ▁to ▁spend ▁a ▁fortune ▁ — ▁A udi o ▁- ▁Tech nica ▁produce ▁a ▁perfectly ▁acceptable ▁one ▁for ▁£ ▁19 , ▁although ▁that ▁is ▁rock ▁bottom ▁ : ▁there ▁are ▁genuine ▁improvements ▁to ▁be ▁had ▁by ▁budget ing ▁for ▁four ▁times ▁that ▁amount .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADJ NOUN VERB ADP DET NOUN NOUN CCONJ PRON VERB VERB VERB VERB PART VERB DET NOUN PUNCT PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN VERB DET ADV ADJ NUM ADP SYM NUM NUM ADP DET VERB NOUN NOUN PUNCT PUNCT ADV VERB ADJ NOUN PART VERB VERB ADP VERB VERB ADP NUM NOUN DET NOUN NOUN
For those keeping score, that's rock bottom in 6 of 10 categories.	0 0 0 0 0 1 1 0 0 0 0 0	rock bottom	figurative	identical	ADP DET VERB NOUN DET NOUN NOUN ADP NUM ADP NUM NOUN	▁For ▁those ▁keeping ▁score , ▁that ' s ▁rock ▁bottom ▁in ▁6 ▁of ▁10 ▁categories .	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0	ADP DET VERB NOUN NOUN DET DET DET NOUN NOUN ADP NUM ADP NUM NOUN NOUN
WordPerfect is also a subscriber to the competitive upgrade system — see the box — and will often be found offering what is normally high priced kit at a rock bottom price to persuade you to move to their products.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0	rock bottom	figurative	identical	PROPN VERB ADV DET NOUN ADP DET ADJ NOUN NOUN PUNCT VERB DET NOUN PUNCT CCONJ VERB ADV VERB VERB VERB NOUN VERB ADV ADJ VERB NOUN ADP DET NOUN NOUN NOUN PART VERB PRON PART VERB ADP ADJ NOUN	▁Word Per fect ▁is ▁also ▁a ▁subscriber ▁to ▁the ▁competitive ▁upgrade ▁system ▁ — ▁see ▁the ▁box ▁ — ▁and ▁will ▁often ▁be ▁found ▁offering ▁what ▁is ▁normally ▁high ▁price d ▁kit ▁at ▁a ▁rock ▁bottom ▁price ▁to ▁persuade ▁you ▁to ▁move ▁to ▁their ▁products .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN VERB ADV DET NOUN ADP DET ADJ NOUN NOUN PUNCT PUNCT VERB DET NOUN PUNCT PUNCT CCONJ VERB ADV VERB VERB VERB NOUN VERB ADV ADJ VERB VERB NOUN ADP DET NOUN NOUN NOUN PART VERB PRON PART VERB ADP ADJ NOUN NOUN
