More than one myth can be held ‘ in the mind’ at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADJ ADP NUM NOUN VERB VERB VERB PRON ADP DET NOUN ADP NUM CCONJ DET ADJ NOUN	▁More ▁than ▁one ▁my th ▁can ▁be ▁held ▁ ‘ ▁in ▁the ▁mind ’ ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADJ ADP NUM NOUN NOUN VERB VERB VERB PRON PRON ADP DET NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
At bottom this division is based on the fact that he is at one and the same time part of the natural order — along with the elements, plants and animals — yet also a spiritual and personal being who feels a destiny and calling to rule over the natural world.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP NOUN DET NOUN VERB VERB ADP DET NOUN ADP PRON VERB ADP NUM CCONJ DET ADJ NOUN NOUN ADP DET ADJ NOUN PUNCT ADP ADP DET NOUN NOUN CCONJ NOUN PUNCT CCONJ ADV DET ADJ CCONJ ADJ NOUN NOUN VERB DET NOUN CCONJ VERB PART VERB ADP DET ADJ NOUN	▁At ▁bottom ▁this ▁division ▁is ▁based ▁on ▁the ▁fact ▁that ▁he ▁is ▁at ▁one ▁and ▁the ▁same ▁time ▁part ▁of ▁the ▁natural ▁order ▁ — ▁along ▁with ▁the ▁elements , ▁plants ▁and ▁animals ▁ — ▁yet ▁also ▁a ▁spiritual ▁and ▁personal ▁being ▁who ▁feels ▁a ▁destiny ▁and ▁calling ▁to ▁rule ▁over ▁the ▁natural ▁world .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN DET NOUN VERB VERB ADP DET NOUN ADP PRON VERB ADP NUM CCONJ DET ADJ NOUN NOUN ADP DET ADJ NOUN PUNCT PUNCT ADP ADP DET NOUN NOUN NOUN CCONJ NOUN PUNCT PUNCT CCONJ ADV DET ADJ CCONJ ADJ NOUN NOUN VERB DET NOUN CCONJ VERB PART VERB ADP DET ADJ NOUN NOUN
’ WEU could establish a link between a Europe in the process of unification and an Atlantic Alliance in the process of transformation and thus provide the vehicle for a stronger Europe to contribute more to joint security WEU must be at one and the same time the means of allowing Europe to make its voice heard in a Euro - American dialogue’— it must never be forgotten that Europe must always have an input into that dialogue —’of which the Atlantic Alliance is the institutional framework and the instrument for making the most of the European contribution to the defence of the West This contribution of Europe is the more essential in that the American military presence on the continent of Europe, reduced since the war in the Gulf, will remain below what it was in the past Defence policy should continue to be made in the organisations which assure collective defence, NATO, and WEU.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PUNCT PROPN VERB VERB DET NOUN ADP DET PROPN ADP DET NOUN ADP NOUN CCONJ DET PROPN PROPN ADP DET NOUN ADP NOUN CCONJ ADV VERB DET NOUN ADP DET ADJ PROPN PART VERB ADJ ADP ADJ NOUN PROPN VERB VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP VERB PROPN PART VERB ADJ NOUN VERB ADP DET PROPN PUNCT ADJ PROPN PRON VERB ADV VERB VERB ADP PROPN VERB ADV VERB DET NOUN ADP DET NOUN PROPN ADJ DET PROPN PROPN VERB DET ADJ NOUN CCONJ DET NOUN ADP VERB DET ADJ ADP DET ADJ NOUN ADP DET NOUN ADP DET PROPN DET NOUN ADP PROPN VERB DET ADV ADJ ADP ADP DET ADJ ADJ NOUN ADP DET NOUN ADP PROPN VERB ADP DET NOUN ADP DET PROPN VERB VERB ADP NOUN PRON VERB ADP DET ADJ PROPN NOUN VERB VERB PART VERB VERB ADP DET NOUN ADJ VERB ADJ NOUN PROPN CCONJ PROPN	▁ ’ ▁WEU ▁could ▁establish ▁a ▁link ▁between ▁a ▁Europe ▁in ▁the ▁process ▁of ▁unification ▁and ▁an ▁Atlantic ▁Alliance ▁in ▁the ▁process ▁of ▁transformation ▁and ▁thus ▁provide ▁the ▁vehicle ▁for ▁a ▁stronger ▁Europe ▁to ▁contribute ▁more ▁to ▁joint ▁security ▁WEU ▁must ▁be ▁at ▁one ▁and ▁the ▁same ▁time ▁the ▁means ▁of ▁allowing ▁Europe ▁to ▁make ▁its ▁voice ▁heard ▁in ▁a ▁Euro ▁- ▁American ▁dialogue ’— ▁it ▁must ▁never ▁be ▁forgotten ▁that ▁Europe ▁must ▁always ▁have ▁an ▁input ▁into ▁that ▁dialogue ▁ —’ of ▁which ▁the ▁Atlantic ▁Alliance ▁is ▁the ▁institutional ▁framework ▁and ▁the ▁instrument ▁for ▁making ▁the ▁most ▁of ▁the ▁European ▁contribution ▁to ▁the ▁defence ▁of ▁the ▁West ▁This ▁contribution ▁of ▁Europe ▁is ▁the ▁more ▁essential ▁in ▁that ▁the ▁American ▁military ▁presence ▁on ▁the ▁continent ▁of ▁Europe , ▁reduced ▁since ▁the ▁war ▁in ▁the ▁Gulf , ▁will ▁remain ▁below ▁what ▁it ▁was ▁in ▁the ▁past ▁Defence ▁policy ▁should ▁continue ▁to ▁be ▁made ▁in ▁the ▁organisations ▁which ▁assure ▁collective ▁defence , ▁NATO , ▁and ▁WEU .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT PROPN VERB VERB DET NOUN ADP DET PROPN ADP DET NOUN ADP NOUN CCONJ DET PROPN PROPN ADP DET NOUN ADP NOUN CCONJ ADV VERB DET NOUN ADP DET ADJ PROPN PART VERB ADJ ADP ADJ NOUN PROPN VERB VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP VERB PROPN PART VERB ADJ NOUN VERB ADP DET PROPN PUNCT ADJ PROPN PROPN PRON VERB ADV VERB VERB ADP PROPN VERB ADV VERB DET NOUN ADP DET NOUN PROPN PROPN PROPN ADJ DET PROPN PROPN VERB DET ADJ NOUN CCONJ DET NOUN ADP VERB DET ADJ ADP DET ADJ NOUN ADP DET NOUN ADP DET PROPN DET NOUN ADP PROPN VERB DET ADV ADJ ADP ADP DET ADJ ADJ NOUN ADP DET NOUN ADP PROPN PROPN VERB ADP DET NOUN ADP DET PROPN PROPN VERB VERB ADP NOUN PRON VERB ADP DET ADJ PROPN NOUN VERB VERB PART VERB VERB ADP DET NOUN ADJ VERB ADJ NOUN NOUN PROPN PROPN CCONJ PROPN PROPN
However, ‘ it may be said that … because one thing may be the sole evidence of the existence of another thing, it does not follow that the two are one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	ADV PUNCT PRON VERB VERB VERB DET PUNCT ADP NUM NOUN VERB VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN PRON VERB ADV VERB ADP DET NUM VERB NUM CCONJ DET ADJ	▁However , ▁ ‘ ▁it ▁may ▁be ▁said ▁that ▁... ▁because ▁one ▁thing ▁may ▁be ▁the ▁sole ▁evidence ▁of ▁the ▁existence ▁of ▁another ▁thing , ▁it ▁does ▁not ▁follow ▁that ▁the ▁two ▁are ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	ADV ADV PUNCT PUNCT PRON VERB VERB VERB DET PUNCT ADP NUM NOUN VERB VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN NOUN PRON VERB ADV VERB ADP DET NUM VERB NUM CCONJ DET ADJ ADJ
But supposing this sense of design is lost? … " what many feel, touch upon, but hardly articulate … " design"as a term which is a noun and a verb, and also one which denotes a form of representation, an activity, a practice, a product etc etc at one and the same time … ie design as a priori a social activity unable to be undertaken without having social implications.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	CCONJ VERB DET NOUN ADP NOUN VERB VERB PUNCT PUNCT NOUN ADJ VERB VERB ADP CCONJ ADV VERB PUNCT PUNCT VERB DET NOUN ADJ VERB DET NOUN CCONJ DET NOUN CCONJ ADV NUM ADJ VERB DET NOUN ADP NOUN DET NOUN DET NOUN DET NOUN X X ADP NUM CCONJ DET ADJ NOUN PUNCT X NOUN ADP DET X DET ADJ NOUN ADJ PART VERB VERB ADP VERB ADJ NOUN	▁But ▁sup posing ▁this ▁sense ▁of ▁design ▁is ▁lost ? ▁... ▁" ▁what ▁many ▁feel , ▁touch ▁upon , ▁but ▁hardly ▁articulat e ▁... ▁" ▁design " as ▁a ▁term ▁which ▁is ▁a ▁no un ▁and ▁a ▁ver b , ▁and ▁also ▁one ▁which ▁denote s ▁a ▁form ▁of ▁representation , ▁an ▁activity , ▁a ▁practice , ▁a ▁product ▁etc ▁etc ▁at ▁one ▁and ▁the ▁same ▁time ▁... ▁ ie ▁design ▁as ▁a ▁priori ▁a ▁social ▁activity ▁unable ▁to ▁be ▁undertaken ▁without ▁having ▁social ▁implications .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	CCONJ VERB VERB DET NOUN ADP NOUN VERB VERB VERB PUNCT PUNCT NOUN ADJ VERB VERB VERB ADP ADP CCONJ ADV VERB VERB PUNCT PUNCT VERB VERB VERB DET NOUN ADJ VERB DET NOUN NOUN CCONJ DET NOUN NOUN NOUN CCONJ ADV NUM ADJ VERB VERB DET NOUN ADP NOUN NOUN DET NOUN NOUN DET NOUN NOUN DET NOUN X X ADP NUM CCONJ DET ADJ NOUN PUNCT X X NOUN ADP DET X DET ADJ NOUN ADJ PART VERB VERB ADP VERB ADJ NOUN NOUN
Most important is GlavPU, the Chief Political Directorate of the Soviet Army and Navy, at one and the same time an organ of the Ministry of Defence and of the Central Committee, where it has departmental status.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADV ADJ VERB PROPN DET PROPN PROPN PROPN ADP DET PROPN PROPN CCONJ PROPN ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP DET PROPN ADP PROPN CCONJ ADP DET PROPN PROPN ADV PRON VERB ADJ NOUN	▁Most ▁important ▁is ▁G lav PU , ▁the ▁Chief ▁Political ▁Directorate ▁of ▁the ▁Soviet ▁Army ▁and ▁Na vy , ▁at ▁one ▁and ▁the ▁same ▁time ▁an ▁organ ▁of ▁the ▁Ministry ▁of ▁Defence ▁and ▁of ▁the ▁Central ▁Committee , ▁where ▁it ▁has ▁department al ▁status .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADJ VERB PROPN PROPN PROPN PROPN DET PROPN PROPN PROPN ADP DET PROPN PROPN CCONJ PROPN PROPN PROPN ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP DET PROPN ADP PROPN CCONJ ADP DET PROPN PROPN PROPN ADV PRON VERB ADJ ADJ NOUN NOUN
They stared at each other in silence for a moment, surprised to find that they shared some fragment of a common cause : the unsolved mysteries that troubled them both, though twenty years and half a world apart, were somehow one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	PRON VERB ADP DET ADJ ADP NOUN ADP DET NOUN ADJ PART VERB ADP PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN ADJ VERB PRON DET ADP NUM NOUN CCONJ ADJ DET NOUN ADV VERB ADV NUM CCONJ DET ADJ	▁They ▁star ed ▁at ▁each ▁other ▁in ▁silence ▁for ▁a ▁moment , ▁surprised ▁to ▁find ▁that ▁they ▁shared ▁some ▁fragment ▁of ▁a ▁common ▁cause ▁ : ▁the ▁un solv ed ▁my ster ies ▁that ▁troubled ▁them ▁both , ▁though ▁twenty ▁years ▁and ▁half ▁a ▁world ▁apart , ▁were ▁somehow ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB VERB ADP DET ADJ ADP NOUN ADP DET NOUN NOUN ADJ PART VERB ADP PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT PUNCT DET ADJ ADJ ADJ NOUN NOUN NOUN ADJ VERB PRON DET DET ADP NUM NOUN CCONJ ADJ DET NOUN ADV ADV VERB ADV NUM CCONJ DET ADJ ADJ
Their limbs, torsos and heads can make straight, angled or rounded lines, usually at one and the same time, according to the natural structure of the dancers ' bones and how they are activated by the muscles.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADJ NOUN NOUN CCONJ NOUN VERB VERB ADJ VERB CCONJ ADJ NOUN ADV ADP NUM CCONJ DET ADJ NOUN VERB ADP DET ADJ NOUN ADP DET NOUN PART NOUN CCONJ ADV PRON VERB VERB ADP DET NOUN	▁The ir ▁limbs , ▁to rso s ▁and ▁heads ▁can ▁make ▁straight , ▁angle d ▁or ▁rounded ▁lines , ▁usually ▁at ▁one ▁and ▁the ▁same ▁time , ▁according ▁to ▁the ▁natural ▁structure ▁of ▁the ▁dance rs ▁' ▁bones ▁and ▁how ▁they ▁are ▁activated ▁by ▁the ▁muscles .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADJ ADJ NOUN NOUN NOUN NOUN NOUN CCONJ NOUN VERB VERB ADJ ADJ VERB VERB CCONJ ADJ NOUN NOUN ADV ADP NUM CCONJ DET ADJ NOUN NOUN VERB ADP DET ADJ NOUN ADP DET NOUN NOUN PART NOUN CCONJ ADV PRON VERB VERB ADP DET NOUN NOUN
Experience tells me that attacks on pornography quickly become attacks on the whole of lesbian and gay culture because the two are seen as one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	NOUN VERB PRON ADP NOUN ADP NOUN ADV VERB NOUN ADP DET NOUN ADP NOUN CCONJ ADJ NOUN ADP DET NUM VERB VERB ADP NUM CCONJ DET ADJ	▁Experience ▁tells ▁me ▁that ▁attacks ▁on ▁pornography ▁quickly ▁become ▁attacks ▁on ▁the ▁whole ▁of ▁les b ian ▁and ▁g ay ▁culture ▁because ▁the ▁two ▁are ▁seen ▁as ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	NOUN VERB PRON ADP NOUN ADP NOUN ADV VERB NOUN ADP DET NOUN ADP NOUN NOUN NOUN CCONJ ADJ ADJ NOUN ADP DET NUM VERB VERB ADP NUM CCONJ DET ADJ ADJ
For that looks like a situation in which research and higher education are one and the same process.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADP DET VERB ADP DET NOUN ADP ADJ NOUN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ NOUN	▁For ▁that ▁looks ▁like ▁a ▁situation ▁in ▁which ▁research ▁and ▁higher ▁education ▁are ▁one ▁and ▁the ▁same ▁process .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADP DET VERB ADP DET NOUN ADP ADJ NOUN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ NOUN NOUN
the ‘ contradiction’ is inseparable from the total structure of the social body in which it is found, inseparable from its formal conditions of existence, and even from the instances it governs ; it is radically affected by them, determining, but also determined in one and the same movement, and determined by the various levels and instances of the social formation it animates ; it might be called overdetermined in its principle.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET PUNCT NOUN VERB ADJ ADP DET ADJ NOUN ADP DET ADJ NOUN ADP ADJ PRON VERB VERB ADJ ADP ADJ ADJ NOUN ADP NOUN CCONJ ADV ADP DET NOUN PRON VERB PUNCT PRON VERB ADV VERB ADP PRON VERB CCONJ ADV VERB ADP NUM CCONJ DET ADJ NOUN CCONJ VERB ADP DET ADJ NOUN CCONJ NOUN ADP DET ADJ NOUN PRON VERB PUNCT PRON VERB VERB VERB VERB ADP ADJ NOUN	▁the ▁ ‘ ▁contradiction ’ ▁is ▁inseparable ▁from ▁the ▁total ▁structure ▁of ▁the ▁social ▁body ▁in ▁which ▁it ▁is ▁found , ▁inseparable ▁from ▁its ▁formal ▁conditions ▁of ▁existence , ▁and ▁even ▁from ▁the ▁instances ▁it ▁govern s ▁ ; ▁it ▁is ▁radical ly ▁affected ▁by ▁them , ▁determining , ▁but ▁also ▁determined ▁in ▁one ▁and ▁the ▁same ▁movement , ▁and ▁determined ▁by ▁the ▁various ▁levels ▁and ▁instances ▁of ▁the ▁social ▁formation ▁it ▁an im ates ▁ ; ▁it ▁might ▁be ▁called ▁over determined ▁in ▁its ▁principle .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PUNCT PUNCT NOUN NOUN VERB ADJ ADP DET ADJ NOUN ADP DET ADJ NOUN ADP ADJ PRON VERB VERB VERB ADJ ADP ADJ ADJ NOUN ADP NOUN NOUN CCONJ ADV ADP DET NOUN PRON VERB VERB PUNCT PUNCT PRON VERB ADV ADV VERB ADP PRON PRON VERB VERB CCONJ ADV VERB ADP NUM CCONJ DET ADJ NOUN NOUN CCONJ VERB ADP DET ADJ NOUN CCONJ NOUN ADP DET ADJ NOUN PRON VERB VERB VERB PUNCT PUNCT PRON VERB VERB VERB VERB VERB ADP ADJ NOUN NOUN
It would be natural to take it for granted that the model and the dress designer were one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	PRON VERB VERB ADJ PART VERB PRON ADP VERB ADP DET NOUN CCONJ DET NOUN NOUN VERB NUM CCONJ DET ADJ	▁It ▁would ▁be ▁natural ▁to ▁take ▁it ▁for ▁granted ▁that ▁the ▁model ▁and ▁the ▁ dress ▁design er ▁were ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB VERB ADJ PART VERB PRON ADP VERB ADP DET NOUN CCONJ DET NOUN NOUN NOUN NOUN VERB NUM CCONJ DET ADJ ADJ
At one and the same instant the audience burst into a thundering shout ; the orchestra pealed forth the strains of the Hallelujah Chorus ; the wheels of the great Ellis engine in Machinery Hall commenced to revolve ; the electric fountains in the lagoon threw their torrents towards the sky ; a flood of water gushed from the McMonnies Lake and rolled back again into the basin ; the thunder of artillery came from the vessels in the lake ; the chimes in Manufacturers Hall and on the German building rang out a merry peal, and overhead, the flags at the top of the poles in front of the platform fell apart and revealed the gilded models of the ships in which Columbus first sailed to American shores.	0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP NUM CCONJ DET ADJ NOUN DET NOUN VERB ADP DET ADJ NOUN PUNCT DET NOUN VERB PART DET NOUN ADP DET PROPN PROPN PUNCT DET NOUN ADP DET ADJ PROPN NOUN ADP PROPN PROPN VERB PART VERB PUNCT DET ADJ NOUN ADP DET NOUN VERB ADJ NOUN ADP DET NOUN PUNCT DET NOUN ADP NOUN VERB ADP DET PROPN PROPN CCONJ VERB ADV ADV ADP DET NOUN PUNCT DET NOUN ADP NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT DET NOUN ADP PROPN PROPN CCONJ ADP DET ADJ NOUN VERB PART DET NOUN NOUN CCONJ ADV DET NOUN ADP DET NOUN ADP DET NOUN ADP NOUN ADP DET NOUN VERB ADV CCONJ VERB DET VERB NOUN ADP DET NOUN ADP ADJ PROPN ADV VERB ADP ADJ NOUN	▁At ▁one ▁and ▁the ▁same ▁instant ▁the ▁audience ▁burst ▁into ▁a ▁th under ing ▁shout ▁ ; ▁the ▁orchestra ▁pea led ▁forth ▁the ▁strains ▁of ▁the ▁ Halle lu jah ▁Cho rus ▁ ; ▁the ▁wheels ▁of ▁the ▁great ▁El lis ▁engine ▁in ▁Machinery ▁Hall ▁commenced ▁to ▁re volve ▁ ; ▁the ▁electric ▁fo un tain s ▁in ▁the ▁lag oon ▁threw ▁their ▁to rr ents ▁towards ▁the ▁sky ▁ ; ▁a ▁flood ▁of ▁water ▁gu shed ▁from ▁the ▁Mc Mon nie s ▁Lake ▁and ▁rolled ▁back ▁again ▁into ▁the ▁basin ▁ ; ▁the ▁th under ▁of ▁art iller y ▁came ▁from ▁the ▁vessels ▁in ▁the ▁lake ▁ ; ▁the ▁chi mes ▁in ▁Manufacturers ▁Hall ▁and ▁on ▁the ▁German ▁building ▁ rang ▁out ▁a ▁me rry ▁p eal , ▁and ▁overhead , ▁the ▁flags ▁at ▁the ▁top ▁of ▁the ▁pole s ▁in ▁front ▁of ▁the ▁platform ▁fell ▁apart ▁and ▁revealed ▁the ▁g il d ed ▁models ▁of ▁the ▁ships ▁in ▁which ▁Col um bus ▁first ▁sail ed ▁to ▁American ▁shore s .	0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NUM CCONJ DET ADJ NOUN DET NOUN VERB ADP DET ADJ ADJ ADJ NOUN PUNCT PUNCT DET NOUN VERB VERB PART DET NOUN ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT DET NOUN ADP DET ADJ PROPN PROPN NOUN ADP PROPN PROPN VERB PART VERB VERB PUNCT PUNCT DET ADJ NOUN NOUN NOUN NOUN ADP DET NOUN NOUN VERB ADJ NOUN NOUN NOUN ADP DET NOUN PUNCT PUNCT DET NOUN ADP NOUN VERB VERB ADP DET PROPN PROPN PROPN PROPN PROPN CCONJ VERB ADV ADV ADP DET NOUN PUNCT PUNCT DET NOUN NOUN ADP NOUN NOUN NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT PUNCT DET NOUN NOUN ADP PROPN PROPN CCONJ ADP DET ADJ NOUN VERB VERB PART DET NOUN NOUN NOUN NOUN NOUN CCONJ ADV ADV DET NOUN ADP DET NOUN ADP DET NOUN NOUN ADP NOUN ADP DET NOUN VERB ADV CCONJ VERB DET VERB VERB VERB VERB NOUN ADP DET NOUN ADP ADJ PROPN PROPN PROPN ADV VERB VERB ADP ADJ NOUN NOUN NOUN
